,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
1670,4168,37,M,1.0,69,36104,1,1,Own,15032,7/18/2016,Monday,Local,0,1.0,12,Phone,1,2057.278136,1.0,Compact,35031.82608,red,11034.69941
10437,26109,29,F,1.0,65,33674,1,0,Rent,85023,2/4/2015,Wednesday,Local,0,0.0,100,Online,0,3297.514198,2.0,Compact,16155.62296,other,7674.552084
8692,21792,34,M,1.0,97,35272,1,0,Rent,80024,6/13/2016,Monday,Local,0,0.0,51,Broker,1,4603.937747,8.0,Large,20463.10077,silver,39818.40215
7511,18864,32,F,1.0,91,34656,1,0,Rent,20137,4/26/2016,Tuesday,Highway,0,1.0,3,Broker,1,3481.372752,5.0,Medium,15378.66981,blue,30383.28535
4251,10710,45,M,1.0,78,38076,0,0,Own,50052,8/7/2015,Friday,Parking Lot,0,0.0,51,Broker,0,4207.189031,3.0,Compact,22115.46958,black,22327.08659
5372,13509,45,M,1.0,87,38062,1,0,Own,50012,9/29/2015,Tuesday,Local,0,0.0,10,Phone,0,5416.996301,7.0,Compact,27331.12064,white,30480.157110000004
8808,22047,46,F,1.0,79,38304,1,0,Rent,20129,3/19/2015,Thursday,Local,0,0.0,39,Broker,0,7518.508906,6.0,Compact,15223.28334,blue,15388.11783
11651,29103,33,F,1.0,87,34957,0,1,Own,20115,5/12/2015,Tuesday,Parking Lot,2,0.0,50,Phone,1,3324.988056,6.0,Large,5486.774375,other,10257.06732
4574,11533,49,M,0.0,75,38919,0,1,Own,15024,1/27/2016,Wednesday,Parking Lot,0,0.0,76,Broker,0,12603.11132,3.0,Medium,30265.74579,other,6940.198848999999
2054,5108,44,F,1.0,80,37841,1,0,Own,80002,6/15/2016,Wednesday,Parking Lot,0,0.0,1,Broker,0,7259.735775,3.0,Medium,7025.75447,black,24581.2552
7065,17712,49,F,1.0,78,38923,0,0,Rent,20109,10/29/2016,Saturday,Local,2,0.0,50,Broker,0,5481.497132,0.0,Large,18138.05668,white,16517.50161
11203,27951,46,F,0.0,67,38281,1,1,Rent,80020,1/10/2016,Sunday,Local,0,0.0,83,Online,0,8435.979659999999,8.0,Large,13382.78866,red,7700.596785
8722,21845,42,M,0.0,62,37360,1,0,Rent,15057,7/26/2015,Sunday,Local,0,0.0,50,Broker,1,3990.816281,11.0,Large,26584.23524,white,11394.17435
0,2,39,M,1.0,73,36633,1,0,Own,50048,8/12/2016,Friday,Highway,0,0.0,25,Phone,0,5196.552552,8.0,Large,24360.59273,silver,26633.27819
8101,20321,40,F,0.0,78,36884,1,1,Own,50046,1/12/2015,Monday,Highway,0,0.0,13,Phone,1,2258.273181,4.0,Large,27278.91628,white,17057.760309999998
3192,8031,34,M,1.0,51,35256,1,1,Rent,80042,10/1/2015,Thursday,Local,3,0.0,3,Phone,1,6415.067591,6.0,Large,44249.4224,other,7660.591765000001
1363,3420,43,M,1.0,47,37597,0,1,Own,80108,12/6/2015,Sunday,Local,0,1.0,99,Broker,0,5147.9629780000005,8.0,Large,36774.50673,black,18666.49509
8239,20676,39,M,0.0,78,36631,1,1,Rent,85007,4/9/2016,Saturday,Local,1,0.0,44,Broker,0,7952.681118,4.0,Large,17390.89224,white,29433.547960000004
3563,9004,44,M,1.0,74,37830,0,0,Own,20151,10/3/2016,Monday,Highway,3,0.0,97,Broker,1,6131.458061,4.0,Medium,15930.19912,other,8680.326956
7229,18152,31,F,1.0,68,34339,1,0,Rent,15012,4/25/2015,Saturday,Parking Lot,0,0.0,50,Broker,1,6841.87966,3.0,Large,40816.61505,blue,37273.71721
8139,20417,41,F,1.0,77,37114,0,1,Own,80020,4/22/2016,Friday,Local,0,0.0,96,Online,0,6037.6503490000005,6.0,Medium,15913.29594,black,39564.36158
9781,24523,75,F,1.0,90,43173,1,1,Own,15054,6/9/2016,Thursday,Local,0,0.0,26,Broker,0,4088.784816,2.0,Medium,11370.02396,gray,5160.891971999999
2673,6680,38,M,1.0,82,36377,0,0,Own,80015,9/6/2015,Sunday,Parking Lot,0,0.0,82,Broker,0,8162.771334999999,5.0,Compact,15283.27569,silver,26261.32255
6972,17484,41,F,1.0,83,37140,1,0,Own,80018,2/26/2015,Thursday,Local,1,0.0,39,Broker,1,2311.246425,7.0,Compact,21741.10224,white,34717.95172
7297,18332,56,F,1.0,87,40246,1,0,Own,85023,7/21/2016,Thursday,Highway,2,0.0,18,Broker,1,5451.666434000001,3.0,Large,32328.84757,gray,18908.3726
4608,11613,49,F,1.0,93,38922,1,1,Own,15021,10/15/2015,Thursday,Highway,0,1.0,39,Phone,0,5982.065531,1.0,Compact,35369.55973,black,19007.381230000003
6023,15106,57,F,1.0,62,40433,0,0,Rent,85073,10/2/2015,Friday,Highway,0,0.0,68,Broker,1,8163.629976,10.0,Large,8410.923365999999,white,10225.7636
11657,29110,61,M,1.0,66,41106,0,1,Rent,85026,7/10/2016,Sunday,Parking Lot,0,1.0,57,Broker,1,3452.667997,6.0,Large,47711.34079,black,25993.93229
10562,26423,49,F,1.0,58,38925,1,1,Own,85019,7/26/2016,Tuesday,Parking Lot,0,0.0,89,Phone,1,2043.787438,6.0,Large,11669.15119,blue,9615.637601
1740,4352,38,M,0.0,94,36369,1,1,Rent,85004,8/30/2015,Sunday,Local,4,0.0,8,Broker,1,2749.3129670000003,4.0,Large,32528.46089,gray,9278.517324
11910,29799,46,M,1.0,56,38283,0,0,Own,85082,5/2/2015,Saturday,Highway,0,0.0,0,Broker,1,7362.254698000001,9.0,Medium,28872.43501,white,11322.7093
9658,24222,53,M,0.0,97,39701,1,1,Own,15022,12/7/2016,Wednesday,Local,0,0.0,27,Phone,1,7007.319929,8.0,Large,39298.80741,gray,32209.40663
8883,22237,56,F,1.0,74,40258,1,1,Own,50047,10/23/2016,Sunday,Parking Lot,0,0.0,11,Broker,0,7651.969272,7.0,Medium,20689.03288,silver,21807.29753
9101,22794,57,M,1.0,62,40430,0,1,Rent,50047,9/20/2015,Sunday,Local,0,0.0,43,Broker,1,4844.270049000001,4.0,Compact,16535.518509999998,blue,34608.195660000005
11355,28351,28,M,0.0,34,33312,0,1,Rent,85012,9/5/2015,Saturday,Parking Lot,1,0.0,2,Online,1,3335.2485030000003,3.0,Medium,21172.28754,other,27304.62433
9932,24896,34,F,1.0,30,35272,0,0,Rent,80030,1/16/2015,Friday,Local,4,1.0,2,Broker,1,5188.80752,6.0,Compact,12757.44653,red,6982.011076000001
8923,22355,50,M,1.0,65,39105,1,0,Rent,80011,11/18/2016,Friday,Local,1,0.0,20,Phone,1,2527.932516,2.0,Compact,14681.483730000002,white,23893.49448
4007,10126,58,M,1.0,77,40593,1,0,Own,20153,11/11/2015,Wednesday,Local,0,0.0,43,Broker,0,7211.507498999999,4.0,Compact,7110.598322,red,9260.084103
7123,17864,52,F,1.0,51,39508,0,1,Own,50006,6/3/2016,Friday,Parking Lot,0,0.0,3,Broker,0,7634.247631,4.0,Compact,5998.44942,black,3946.167358
4354,11002,38,M,1.0,64,36376,1,1,Own,20129,2/23/2016,Tuesday,Local,0,1.0,59,Broker,1,4123.494491,4.0,Medium,17653.52865,red,29177.67146
6084,15270,28,F,1.0,91,33324,1,0,Own,50035,8/5/2015,Wednesday,Highway,0,0.0,94,Online,0,6564.015670000001,5.0,Compact,13883.61908,black,6761.503766
11593,28967,25,M,1.0,79,32170,0,0,Rent,80003,2/10/2016,Wednesday,Local,1,0.0,50,Online,1,5742.949107,5.0,Medium,5342.069821,gray,39715.11984
9424,23631,30,M,1.0,75,34018,1,1,Rent,20122,12/12/2016,Monday,Parking Lot,1,0.0,32,Broker,1,2817.315316,8.0,Medium,24776.25573,red,24371.29098
11660,29117,40,F,0.0,87,36908,1,0,Rent,80023,2/7/2016,Sunday,Local,2,1.0,21,Phone,1,4625.809025,4.0,Compact,23427.25626,blue,10052.26715
8633,21630,45,F,1.0,58,38075,1,1,Own,50009,5/27/2015,Wednesday,Highway,0,0.0,98,Phone,1,9592.581826,9.0,Compact,26972.52764,blue,26408.03083
3103,7826,65,F,1.0,94,41736,0,1,Own,15022,7/24/2015,Friday,Local,1,0.0,9,Broker,0,7748.555139,3.0,Large,13435.97173,gray,38226.00014
9227,23173,54,M,1.0,77,39892,1,0,Rent,20124,4/27/2015,Monday,Local,0,0.0,2,Broker,1,4533.409473,6.0,Compact,20654.49999,other,17310.05223
4129,10432,38,M,1.0,94,36362,0,1,Rent,50007,5/20/2016,Friday,Highway,0,0.0,19,Phone,0,4638.351577,6.0,Large,16428.1295,gray,17753.81103
6269,15728,58,M,1.0,69,40590,1,1,Rent,50058,2/23/2016,Tuesday,Local,0,0.0,59,Broker,0,2530.7231420000003,6.0,Large,9517.82102,gray,13348.20308
3443,8702,86,F,0.0,54,44553,1,0,Own,50040,1/16/2015,Friday,Local,0,0.0,100,Broker,1,6056.826426,3.0,Compact,23066.58485,red,10387.93009
4697,11842,53,F,1.0,79,39694,1,0,Rent,80023,3/6/2016,Sunday,Local,0,0.0,36,Phone,0,7598.939584999999,7.0,Medium,11510.11724,silver,33102.31196
3934,9932,30,F,0.0,87,34030,1,1,Rent,85007,4/3/2016,Sunday,Parking Lot,0,0.0,46,Phone,1,5304.028126,5.0,Compact,45794.991610000005,white,49623.16364
7678,19294,57,F,1.0,56,40413,1,1,Own,85014,8/29/2016,Monday,Local,0,0.0,100,Online,0,5931.447173,3.0,Medium,35007.07166,gray,12752.41487
9928,24883,44,M,1.0,96,37852,0,1,Own,50008,1/30/2015,Friday,Local,0,0.0,1,Online,1,1280.944831,5.0,Compact,28636.69328,blue,10718.56537
1061,2681,41,F,1.0,83,37125,1,1,Own,20155,9/21/2016,Wednesday,Parking Lot,0,0.0,13,Broker,0,2673.111152,0.0,Compact,6314.842413,blue,11191.50073
11235,28058,24,M,0.0,68,31769,1,0,Own,20165,12/24/2016,Saturday,Local,0,0.0,1,Phone,0,3392.781036,5.0,Medium,9667.882498,red,3521.14275
5454,13713,35,M,1.0,91,35555,1,0,Own,20165,5/20/2016,Friday,Parking Lot,1,0.0,19,Broker,0,4288.476009,8.0,Large,15569.43062,black,17529.3935
7357,18491,41,F,1.0,67,37127,1,0,Own,85066,2/14/2015,Saturday,Highway,1,0.0,18,Broker,0,7423.181748999999,3.0,Large,11337.75569,silver,24692.25469
376,946,50,F,1.0,76,39131,0,1,Own,20105,10/13/2015,Tuesday,Highway,0,0.0,51,Broker,1,7157.555748999999,3.0,Compact,15441.33266,white,43922.24012
1452,3633,44,F,1.0,74,37841,0,1,Rent,85030,10/28/2016,Friday,Parking Lot,0,1.0,96,Broker,1,3109.7993530000003,7.0,Compact,28132.75024,white,6489.221313
3213,8073,56,M,1.0,76,40243,1,0,Own,20118,1/27/2016,Wednesday,Highway,0,0.0,96,Broker,0,14303.63492,3.0,Compact,14211.59953,silver,30330.42157
1739,4351,42,M,0.0,69,37376,1,0,Own,85025,9/24/2016,Saturday,Parking Lot,0,0.0,2,Broker,1,2426.73702,5.0,Medium,29218.811960000003,other,18730.53154
29,82,50,M,1.0,89,39132,1,1,Rent,20151,5/16/2015,Saturday,Parking Lot,0,0.0,10,Phone,0,5712.282494,6.0,Large,53451.421010000005,silver,7131.377201
4613,11623,34,M,1.0,77,35265,1,0,Rent,80025,11/27/2015,Friday,Local,3,1.0,97,Phone,1,3888.589486,5.0,Large,12752.06529,silver,26662.42878
10691,26728,26,M,0.0,74,32600,0,1,Rent,85012,11/7/2015,Saturday,Local,1,0.0,49,Phone,1,4833.630602,4.0,Medium,11165.3976,black,26877.524360000003
6782,16981,36,M,1.0,73,35831,1,0,Rent,50005,10/4/2016,Tuesday,Parking Lot,0,0.0,72,Phone,1,4796.662518,6.0,Compact,28258.48012,blue,14027.7067
7565,19019,43,M,1.0,77,37614,1,1,Rent,50013,12/24/2016,Saturday,Local,0,0.0,0,Broker,0,3179.232335,10.0,Large,33715.63263,white,16044.88754
2740,6845,64,M,1.0,63,41572,1,0,Rent,50008,12/6/2016,Tuesday,Parking Lot,2,0.0,16,Phone,1,7195.098109999999,2.0,Large,16905.92523,silver,35275.79879
6506,16300,45,M,0.0,90,38056,1,1,Own,15027,12/15/2016,Thursday,Parking Lot,0,0.0,3,Broker,1,3590.036861,8.0,Large,28413.14986,blue,24469.43112
7871,19729,47,F,1.0,89,38490,0,1,Rent,50021,9/29/2016,Thursday,Local,0,0.0,100,Phone,0,4758.826574000001,9.0,Compact,23694.7558,white,11524.25917
631,1636,28,M,1.0,68,33337,1,1,Own,80011,8/29/2015,Saturday,Local,1,1.0,73,Online,0,3355.23073,7.0,Compact,14949.36317,white,10252.01494
9588,24027,28,M,1.0,85,33312,1,1,Rent,80028,11/19/2016,Saturday,Local,0,0.0,55,Online,0,9266.88046,8.0,Medium,29761.90502,other,21925.62146
9301,23345,46,M,0.0,34,38294,1,0,Own,80017,11/19/2016,Saturday,Highway,0,0.0,7,Phone,0,5744.790118999999,7.0,Medium,20761.10696,gray,16474.54344
3619,9130,39,F,0.0,45,36640,1,1,Own,15021,6/3/2016,Friday,Highway,0,0.0,60,Broker,0,5386.341279,3.0,Medium,7841.803114,other,33623.62438
3122,7869,61,M,1.0,88,41124,1,1,Rent,20129,7/4/2015,Saturday,Local,0,0.0,23,Broker,0,2085.855824,4.0,Compact,23163.77751,red,24034.34432
2749,6872,50,F,1.0,49,39117,0,0,Rent,20101,11/15/2015,Sunday,Local,3,0.0,4,Broker,1,2567.854691,4.0,Compact,30461.58093,blue,19333.06131
133,341,57,F,1.0,86,40404,1,1,Rent,85062,10/1/2015,Thursday,Local,0,0.0,60,Broker,1,3324.849423,2.0,Compact,11892.39493,red,18460.04211
6263,15713,42,F,0.0,82,37396,1,1,Own,85072,7/3/2015,Friday,Parking Lot,0,0.0,22,Phone,1,2944.848981,5.0,Large,16254.027369999998,other,27015.42002
3278,8257,55,M,0.0,56,40081,1,0,Own,50054,12/9/2015,Wednesday,Parking Lot,0,0.0,100,Online,1,7071.526171,2.0,Medium,5912.374257,blue,22601.08292
3681,9311,29,M,0.0,86,33671,1,1,Rent,15014,5/24/2016,Tuesday,Highway,1,0.0,50,Online,1,4400.338769,8.0,Large,29131.35363,white,45780.79842
3436,8683,46,M,1.0,88,38292,1,1,Own,85029,3/7/2015,Saturday,Local,0,0.0,17,Phone,0,5632.109858,5.0,Compact,23803.7307,white,13707.49263
1085,2743,60,M,1.0,80,40947,1,1,Own,20115,8/24/2016,Wednesday,Parking Lot,0,0.0,6,Broker,1,5467.370724,4.0,Medium,24645.04047,black,50732.20098
1245,3136,50,F,1.0,64,39137,0,0,Own,50055,1/17/2015,Saturday,Local,1,1.0,91,Broker,0,7176.486637999999,6.0,Compact,12378.74621,gray,38477.68538
11773,29400,29,M,1.0,86,33667,1,1,Rent,80037,11/27/2016,Sunday,Local,0,0.0,95,Online,0,4613.555256000001,5.0,Medium,26324.45047,silver,10212.05868
7203,18070,57,M,0.0,46,40431,1,0,Own,20139,2/2/2016,Tuesday,Parking Lot,0,0.0,91,Online,0,4605.256733,5.0,Medium,11807.34628,red,21356.74213
10157,25426,35,M,1.0,58,35567,0,1,Rent,85071,3/28/2016,Monday,Parking Lot,0,0.0,65,Broker,0,4855.428751,1.0,Medium,14304.561769999998,gray,19570.24696
328,815,43,M,0.0,65,37617,0,0,Rent,20107,10/16/2015,Friday,Parking Lot,0,0.0,51,Phone,0,5750.977419,2.0,Large,4842.456173,silver,9882.544104
5507,13849,36,F,0.0,68,35841,1,1,Rent,0,12/8/2016,Thursday,Local,1,0.0,8,Broker,0,2948.900716,6.0,Large,22796.51208,red,15408.27285
3131,7889,36,F,1.0,89,35840,1,1,Rent,80015,7/18/2016,Monday,Highway,0,0.0,59,Broker,1,9177.266765,3.0,Compact,25559.375180000003,black,9316.572556
262,650,35,F,0.0,82,35556,1,1,Own,15035,12/29/2016,Thursday,Local,0,0.0,16,Broker,0,4005.86847,10.0,Large,31147.0299,other,16308.675969999998
819,2068,57,M,1.0,38,40430,0,1,Rent,20136,11/13/2015,Friday,Local,0,0.0,36,Phone,0,4907.600579,3.0,Large,31651.94796,gray,7360.833147
4105,10385,69,M,1.0,93,42337,1,1,Own,50026,3/11/2016,Friday,Local,2,0.0,79,Broker,1,3960.059972,6.0,Compact,16852.35003,other,48212.91026
6325,15871,26,M,0.0,87,32597,1,0,Rent,20148,12/12/2015,Saturday,Local,1,0.0,0,Online,0,3176.781453,2.0,Compact,42047.55622,red,39585.25489
4564,11499,36,F,0.0,76,35848,1,1,Own,20124,10/20/2015,Tuesday,Local,0,1.0,94,Phone,0,4909.746086,5.0,Compact,27310.05179,silver,46361.61299
60,154,44,M,1.0,84,37867,1,1,Own,15012,6/7/2016,Tuesday,Parking Lot,0,0.0,55,Broker,0,6317.361788,3.0,Large,13588.916969999998,blue,36439.29976
5476,13775,28,M,1.0,76,33323,1,1,Rent,85027,12/20/2015,Sunday,Local,0,1.0,51,Online,1,6582.174704,4.0,Medium,8387.386081999999,white,31174.13783
10553,26397,41,F,1.0,69,37124,1,1,Rent,15056,5/29/2015,Friday,Highway,0,0.0,98,Broker,0,6101.576481,7.0,Compact,34007.19307,white,60869.477770000005
11322,28281,45,M,0.0,23,38049,0,1,Own,85025,5/18/2015,Monday,Highway,0,0.0,12,Phone,1,12351.69561,3.0,Large,12768.97648,other,11272.15557
8768,21971,24,M,0.0,75,31770,0,1,Rent,80046,12/8/2016,Thursday,Parking Lot,2,0.0,16,Online,1,6895.658294,3.0,Medium,8599.489317,blue,20210.179
10822,27071,61,F,0.0,84,41113,0,1,Rent,80045,8/23/2016,Tuesday,Highway,0,0.0,62,Broker,0,2749.281816,9.0,Large,14283.40126,red,25912.34483
11952,29903,33,M,0.0,92,34957,0,0,Rent,15047,12/25/2015,Friday,Highway,0,1.0,7,Broker,0,8908.565764,7.0,Large,40553.173760000005,silver,22254.75422
11639,29080,40,F,1.0,31,36880,1,1,Rent,50049,5/9/2015,Saturday,Local,1,0.0,3,Phone,1,3132.547433,2.0,Medium,3975.97645,red,11293.85836
1137,2866,30,M,0.0,78,34039,1,1,Rent,20106,3/3/2015,Tuesday,Parking Lot,0,0.0,50,Broker,0,5874.326502,8.0,Compact,31247.7643,red,10742.91227
7469,18753,62,M,1.0,83,41267,0,1,Own,80030,9/2/2015,Wednesday,Parking Lot,0,0.0,43,Broker,1,5528.610508,6.0,Compact,9530.107871,gray,17191.2342
4448,11239,43,F,1.0,91,37601,0,0,Own,80047,5/11/2015,Monday,Parking Lot,0,0.0,29,Broker,1,4141.224624,6.0,Medium,6847.140884,other,14681.12265
11833,29580,48,F,1.0,81,38689,0,0,Own,20120,3/6/2015,Friday,Local,0,0.0,26,Broker,1,6024.620431,5.0,Large,23682.76382,red,16365.55805
1820,4545,43,M,1.0,72,37606,0,0,Own,80041,2/20/2015,Friday,Local,1,0.0,4,Broker,1,10842.60354,4.0,Compact,31157.84229,white,26557.27219
73,201,49,M,1.0,84,38929,1,1,Own,20128,4/12/2016,Tuesday,Parking Lot,0,0.0,42,Broker,0,9581.138939,7.0,Medium,18026.35288,other,15560.15721
1538,3865,67,F,1.0,86,42059,1,1,Rent,50054,5/4/2016,Wednesday,Local,3,1.0,4,Broker,1,3582.011128,4.0,Large,7171.992290000001,other,10772.6355
3394,8571,49,F,1.0,80,38931,1,1,Rent,50052,4/16/2015,Thursday,Parking Lot,0,0.0,50,Broker,0,5172.763824000001,1.0,Compact,42401.21099,gray,17425.458280000003
8598,21538,59,M,1.0,71,40777,0,1,Rent,20104,9/4/2015,Friday,Local,1,0.0,86,Phone,1,4284.562315,5.0,Medium,25941.075930000003,red,17263.14916
9397,23567,42,M,1.0,68,37380,1,1,Rent,80033,3/19/2015,Thursday,Highway,3,1.0,3,Online,1,5984.485897,3.0,Compact,22065.7804,blue,54175.93475
6736,16866,44,F,0.0,68,37844,1,1,Own,80109,3/15/2015,Sunday,Local,0,1.0,80,Phone,0,5889.989850999999,5.0,Medium,43949.48918,gray,37274.13276
2998,7528,19,F,1.0,94,29434,1,1,Rent,15037,2/11/2015,Wednesday,Local,0,0.0,99,Online,0,3930.05684,6.0,Compact,21200.51793,gray,41692.51334
11081,27655,29,M,1.0,66,33678,1,0,Own,20165,3/22/2016,Tuesday,Parking Lot,0,0.0,94,Online,1,4393.2444350000005,6.0,Medium,8147.261555,silver,20814.37943
4428,11187,50,M,1.0,64,39110,1,0,Own,50048,12/5/2015,Saturday,Parking Lot,0,0.0,50,Broker,1,4174.580675,4.0,Medium,27820.00252,gray,17437.114719999998
3345,8448,51,F,1.0,60,39318,0,1,Own,80015,1/28/2015,Wednesday,Local,1,0.0,99,Online,1,7866.396186,7.0,Large,26402.06157,blue,31089.363080000003
5847,14687,42,M,1.0,88,37371,1,1,Rent,50020,4/18/2015,Saturday,Parking Lot,0,1.0,25,Broker,0,6903.56178,4.0,Large,15209.25558,other,37410.5854
4056,10251,58,M,1.0,81,40584,1,1,Own,50031,1/23/2016,Saturday,Parking Lot,1,0.0,73,Online,1,2283.098359,2.0,Compact,11778.6644,silver,26861.03227
10142,25393,52,F,1.0,67,39506,0,0,Rent,80037,2/24/2016,Wednesday,Local,0,0.0,27,Phone,1,6728.128352,5.0,Medium,34884.39774,black,13869.2763
9350,23465,38,F,1.0,87,36383,1,1,Own,80107,7/31/2016,Sunday,Parking Lot,0,0.0,47,Broker,0,1625.936601,4.0,Large,23227.31731,gray,18800.6437
9910,24834,30,F,0.0,82,34023,1,1,Own,50026,11/29/2016,Tuesday,Local,0,0.0,23,Phone,1,7732.47262,4.0,Compact,24971.19869,other,17164.78415
4754,11954,60,F,1.0,58,40934,1,1,Rent,15043,2/8/2016,Monday,Local,1,1.0,98,Online,0,5548.182885,5.0,Compact,9098.379778,silver,34930.73624
7922,19856,54,F,1.0,49,39883,1,0,Own,15037,1/25/2015,Sunday,Parking Lot,0,0.0,98,Broker,0,2727.608861,8.0,Large,10681.99255,white,5829.522956
9037,22640,36,F,1.0,64,35825,1,0,Own,15001,5/31/2016,Tuesday,Highway,0,0.0,51,Phone,1,6441.945143999999,5.0,Medium,5169.029568999999,red,29464.895630000003
11860,29658,52,M,1.0,75,39525,1,1,Own,50006,4/13/2015,Monday,Local,0,0.0,54,Phone,0,9090.429718,7.0,Large,25490.388580000003,black,64340.14777
6252,15680,35,F,1.0,66,35550,1,0,Own,15038,6/17/2015,Wednesday,Local,0,0.0,51,Phone,0,8911.618690000001,2.0,Compact,32243.7993,other,29168.71885
5566,14010,78,F,1.0,86,43560,1,0,Own,80021,8/8/2016,Monday,Local,0,1.0,50,Online,0,4372.367840999999,3.0,Medium,15549.55654,blue,15839.37829
3782,9548,42,F,1.0,16,37381,1,1,Rent,85069,6/7/2016,Tuesday,Parking Lot,0,0.0,81,Phone,0,2771.739249,6.0,Compact,29814.30626,red,22314.43173
7863,19704,48,M,1.0,51,38716,0,1,Rent,20136,1/28/2015,Wednesday,Parking Lot,0,1.0,50,Broker,1,3196.125137,4.0,Medium,28627.798810000004,red,17163.93993
3673,9288,32,M,1.0,62,34656,1,1,Own,85022,12/18/2015,Friday,Parking Lot,0,0.0,42,Broker,1,8569.533102,5.0,Medium,15450.14547,other,11796.07542
1125,2832,54,F,0.0,77,39899,0,1,Own,50038,4/30/2016,Saturday,Local,0,0.0,17,Broker,1,9127.036298,10.0,Medium,12548.89236,black,11698.6972
3663,9265,36,F,1.0,98,35838,1,0,Own,50011,12/21/2015,Monday,Parking Lot,0,0.0,50,Broker,0,4727.9792130000005,8.0,Compact,18312.78192,black,21349.78972
11537,28826,24,F,0.0,87,31777,0,0,Rent,85074,10/13/2016,Thursday,Local,1,0.0,82,Online,1,4890.044075,6.0,Compact,17002.81957,gray,4899.323278
8716,21831,37,M,0.0,68,36110,1,1,Own,50054,3/21/2016,Monday,Local,2,0.0,19,Phone,1,5093.168107,4.0,Compact,12190.82722,white,21093.11614
1950,4859,74,F,1.0,86,43033,1,1,Own,80028,12/25/2015,Friday,Local,0,0.0,3,Phone,0,5760.36875,2.0,Compact,9053.087783,blue,30099.09063
5199,13091,28,F,0.0,52,33348,0,0,Rent,85078,11/29/2015,Sunday,Parking Lot,1,0.0,11,Online,1,2840.140289,6.0,Medium,9530.585229,white,15966.61485
1849,4618,58,F,1.0,78,40626,1,1,Own,15025,10/26/2015,Monday,Local,0,1.0,91,Broker,1,6879.021405,6.0,Medium,52243.14235,silver,27025.64992
4075,10312,33,F,1.0,9,34955,1,0,Own,50035,2/21/2015,Saturday,Local,0,0.0,16,Broker,0,2036.382266,5.0,Medium,37275.14457,gray,10143.03452
4149,10472,49,F,1.0,85,38935,1,0,Own,50009,2/1/2016,Monday,Local,0,0.0,37,Broker,0,1050.349923,1.0,Medium,23979.35413,black,35635.09663
724,1853,66,M,0.0,67,41907,0,1,Rent,80021,7/1/2015,Wednesday,Local,0,0.0,49,Broker,1,8601.17503,6.0,Compact,30091.52114,other,15648.1084
875,2212,40,M,0.0,47,36895,0,1,Own,20128,10/13/2015,Tuesday,Local,0,0.0,77,Phone,0,4021.275656,5.0,Medium,22609.29944,white,19027.37572
10368,25961,26,F,1.0,96,32572,0,0,Own,50014,8/13/2016,Saturday,Parking Lot,0,1.0,89,Online,0,1821.136825,8.0,Large,41274.36562,white,25092.16988
9713,24348,31,M,0.0,85,34345,1,1,Own,50002,9/24/2016,Saturday,Local,0,0.0,91,Phone,0,2484.875226,4.0,Compact,16885.70581,gray,39724.38511
3361,8490,30,F,1.0,92,33998,0,0,Own,20102,2/19/2015,Thursday,Local,0,0.0,82,Phone,0,9542.817144,4.0,Large,10508.4877,gray,18714.50566
10628,26586,41,M,1.0,88,37134,1,1,Own,15017,8/26/2016,Friday,Local,0,0.0,7,Phone,1,6092.726768,10.0,Compact,38635.57044,white,22755.82159
8549,21421,42,F,1.0,85,37374,0,0,Own,85062,5/14/2015,Thursday,Local,0,0.0,88,Broker,0,5787.216004999999,2.0,Compact,32005.279560000003,other,21816.72453
7099,17803,51,F,1.0,74,39323,1,0,Rent,80042,10/1/2016,Saturday,Local,0,1.0,89,Broker,0,3970.684552,4.0,Large,23788.88891,blue,15876.13084
6691,16758,33,M,1.0,91,34966,1,0,Own,20132,5/29/2015,Friday,Parking Lot,0,0.0,4,Phone,0,5338.295167,4.0,Large,10260.05686,red,11482.64492
182,455,55,M,1.0,69,40078,1,1,Rent,50035,7/31/2016,Sunday,Highway,0,1.0,4,Broker,1,6223.744732,5.0,Compact,21233.49373,blue,8781.706737999999
7693,19340,46,F,1.0,72,38276,1,1,Own,20156,2/4/2015,Wednesday,Local,0,0.0,9,Phone,0,6998.147,5.0,Compact,23116.21134,blue,3380.418595
4289,10810,35,M,0.0,82,35544,1,1,Own,80022,7/30/2015,Thursday,Parking Lot,0,0.0,66,Broker,0,2998.045752,3.0,Compact,6740.673601,red,15206.77245
5884,14760,26,M,1.0,23,32586,0,1,Rent,20113,9/23/2016,Friday,Local,1,0.0,52,Online,1,4412.58745,4.0,Medium,53121.81465,blue,22754.06592
4536,11439,56,M,0.0,63,40257,1,1,Own,20138,4/19/2016,Tuesday,Highway,0,0.0,75,Phone,1,7955.196409,2.0,Compact,35979.08555,silver,17550.92814
442,1137,35,M,0.0,94,35540,1,1,Own,50055,12/4/2016,Sunday,Highway,0,0.0,50,Broker,1,3598.921669,8.0,Compact,33899.71282,other,31295.85495
916,2309,38,M,1.0,87,36363,1,1,Own,15012,9/18/2016,Sunday,Highway,0,0.0,64,Broker,0,4345.158729,2.0,Compact,13539.22876,gray,37431.77086
